serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents,monthly_income_imputed
0,0.036089549,47,0,0.220804035,13083.0,10,0,1,0,3.0,8166.0
0,0.0,66,0,1.0,1698.0,8,0,0,0,0.0,1698.0
0,0.009330223,83,0,45.0,3166.0,2,0,0,0,0.0,3166.0
1,0.297746512,46,0,0.436284312,5500.0,8,0,2,0,0.0,6400.0
0,0.318947277,33,0,0.15137202,4445.0,8,0,0,0,0.0,1698.0
0,0.0,58,0,0.0,4501.0,2,0,0,0,1.0,3166.0
0,0.923947157,49,0,0.364689843,4400.0,5,0,1,0,4.0,4741.0
0,0.031702581,37,0,0.146887275,8400.0,9,0,1,0,1.0,16000.0
0,0.658415978,68,0,1.402658789,3384.0,11,0,1,0,0.0,4500.0
0,0.28127187,49,0,1.0222793490000002,3500.0,25,0,2,0,0.0,4056.0
0,0.175913636,47,1,0.016325401,3613.0,4,0,0,0,3.0,6263.0
1,0.040564773,71,0,0.291714123,7023.0,15,0,2,0,2.0,17897.0
0,0.937062937,23,0,0.041983207,5001.0,4,0,0,0,0.0,6263.0
0,0.013758621,61,0,0.233421751,4900.0,8,0,1,0,0.0,5800.0
0,0.001249955,31,0,0.790043741,4800.0,5,0,3,0,0.0,8550.0
0,0.095559879,68,0,84.0,6263.0,4,0,0,0,0.0,6263.0
0,0.8234663870000001,56,0,0.300223799,21000.0,11,0,1,0,1.0,4500.0
0,0.061205133,45,0,1172.0,16000.0,9,0,1,0,5.0,16000.0
0,0.0,62,0,6.0,6263.0,4,0,0,0,0.0,6263.0
0,0.348853205,59,0,403.0,0.0,3,0,0,0,0.0,5166.0
0,0.7807360999999999,49,5,0.411117776,5000.0,7,0,2,1,1.0,4000.0
0,0.124008663,54,0,0.24475426,7100.0,22,0,1,0,1.0,3520.0
0,0.281489173,71,0,5024.0,3566.0,9,0,3,0,0.0,3566.0
1,0.047060392,63,0,0.728098873,2750.0,4,0,1,0,0.0,9916.0
0,0.237317827,35,0,2222.0,8166.0,10,0,1,0,0.0,8166.0
0,0.024568587000000003,49,0,0.00823391,5950.0,7,0,0,0,0.0,6700.0
0,0.75762641,44,0,0.250085587,5841.0,8,0,0,0,2.0,1698.0
0,0.001586862,58,0,0.209158168,5000.0,8,0,2,0,1.0,6400.0
0,0.00114793,64,0,0.000253936,3937.0,8,0,0,0,0.0,1698.0
0,0.120582445,89,1,0.402832743,4800.0,8,0,1,1,0.0,5800.0
0,0.06763107900000001,66,0,0.172655488,11270.0,3,0,2,0,0.0,7000.0
0,0.010300854,75,0,0.001940805,6182.0,5,0,0,0,0.0,2708.0
0,0.9999999,53,1,0.0,3878.0,0,0,0,0,0.0,4083.0
0,0.466187365,52,0,0.580598104,4112.0,8,0,1,0,0.0,5800.0
0,0.105312427,68,0,0.461467467,4333.0,27,0,2,0,0.0,2000.0
0,0.103125744,38,1,0.03812825,7500.0,8,0,0,0,0.0,1698.0
0,0.030781829,68,0,0.290008267,16933.0,12,0,3,0,0.0,4782.0
1,0.87064117,53,0,1238.0,6263.0,4,1,0,1,0.0,6263.0
0,0.195915787,34,0,0.293941212,5000.0,15,0,0,0,0.0,0.0
0,0.016899155,50,0,0.132657892,10560.0,5,0,1,0,4.0,4741.0
0,0.016310151999999998,55,0,3009.0,10166.0,11,0,2,0,0.0,10166.0
0,0.999820885,41,0,0.456908618,5000.0,6,0,2,0,3.0,20000.0
0,0.031530573,36,0,0.290463692,8000.0,11,0,2,0,2.0,10166.0
0,0.379550083,76,0,1322.0,4741.0,5,0,1,0,1.0,4741.0
0,0.952403808,59,1,1921.0,11883.0,5,0,2,0,0.0,11883.0
0,0.017054866000000002,80,0,0.098852604,10196.0,15,0,1,0,0.0,10000.0
0,0.013620239,57,1,0.004761451,10500.0,16,0,0,0,0.0,0.0
0,0.497524489,44,0,0.379180091,9000.0,4,0,2,0,2.0,3000.0
0,0.16698255,84,0,253.0,6700.0,7,0,0,0,0.0,6700.0
1,0.014245716,80,2,517.0,9280.0,9,2,0,0,0.0,9280.0
0,0.30548870100000003,71,0,0.31478087,6000.0,13,0,3,0,0.0,10000.0
0,0.432810804,55,1,0.274928751,60000.0,11,0,4,0,0.0,30000.0
0,0.200168704,69,0,0.334943639,11177.0,24,0,2,0,1.0,9820.0
0,0.062534085,28,0,0.5895439379999999,898.0,5,0,0,0,0.0,2708.0
0,0.4511699220000001,33,0,0.620374136,4917.0,5,0,2,0,0.0,11883.0
0,0.709779693,56,0,0.360867559,4333.0,9,0,1,0,0.0,16000.0
0,0.870475302,47,0,0.35926079200000005,7250.0,7,0,2,0,0.0,4000.0
0,0.00119976,64,0,0.689265537,2300.0,5,0,1,0,1.0,4741.0
1,0.9999999,40,0,0.006959443,4166.0,0,1,0,0,3.0,4083.0
0,0.254763624,39,0,0.360161138,11666.0,7,0,1,0,1.0,5500.0
0,0.9999999,62,1,2110.0,9916.0,4,0,1,0,0.0,9916.0
0,0.421299761,49,0,0.394252232,7167.0,19,0,1,0,2.0,8000.0
0,0.125391387,54,0,0.276909797,11584.0,10,0,2,0,0.0,4218.0
0,0.15197396300000002,77,0,0.190809191,2001.0,3,0,0,0,0.0,5166.0
0,0.164461835,39,0,2797.0,8533.0,6,0,1,0,0.0,8533.0
0,0.007182445,59,0,0.223449216,7334.0,12,0,2,0,0.0,5350.0
0,0.880622408,60,1,0.367380244,10416.0,11,0,2,0,0.0,10166.0
0,0.0,58,0,0.145817774,5355.0,4,0,0,0,1.0,6263.0
0,0.19177938,38,0,0.491754123,2000.0,8,0,1,0,0.0,5800.0
0,0.401799894,58,0,0.347455949,5050.0,7,0,1,0,0.0,5500.0
0,0.190439709,53,1,0.070461635,67000.0,11,0,2,0,2.0,10166.0
0,0.024177708,69,0,903.0,5500.0,7,0,1,0,0.0,5500.0
0,0.227325756,53,0,0.082487196,11128.0,19,0,0,0,0.0,6500.0
0,0.044561804,59,0,1595.0,0.0,7,0,1,0,2.0,5500.0
0,0.040806774,29,0,0.285567364,5833.0,5,0,1,0,0.0,4741.0
0,0.108635655,48,0,5774.0,6800.0,9,0,5,0,0.0,6800.0
0,0.078474137,31,2,0.268060995,12000.0,7,0,1,0,0.0,5500.0
0,0.000132625,41,0,0.429550908,5833.0,10,0,1,0,2.0,8166.0
1,0.974792261,32,3,1.3838463559999998,3800.0,11,0,3,0,4.0,9500.0
0,0.310491826,56,0,0.193222479,4750.0,7,0,1,0,0.0,5500.0
0,0.055957762,68,0,0.020391843,2500.0,6,0,0,0,0.0,13000.0
0,0.0,79,1,2.0,13000.0,6,0,0,0,0.0,13000.0
0,0.532744167,35,0,0.239034795,7500.0,12,0,2,0,0.0,5350.0
0,0.0,60,0,0.578962054,3583.0,7,0,1,0,0.0,5500.0
0,0.052371522,56,0,0.011134308,7184.0,2,0,0,0,0.0,3166.0
0,0.008634527,61,0,0.152637147,6616.0,7,0,1,0,0.0,5500.0
0,0.007035051,66,0,0.05760826400000001,5033.0,12,0,1,0,0.0,6204.0
0,0.166975688,54,0,0.344813655,9900.0,6,0,2,0,2.0,20000.0
0,0.440775341,72,0,0.2504363,4583.0,9,0,0,0,2.0,9280.0
0,0.123991143,42,0,0.322534197,12500.0,6,0,2,0,1.0,20000.0
0,0.003324161,73,0,0.002855103,1400.0,4,0,0,0,0.0,6263.0
0,0.9999999,61,0,0.001420051,3520.0,1,0,0,0,0.0,3534.0
0,0.133440951,54,0,0.651569738,13600.0,8,0,3,0,4.0,27000.0
0,0.0,54,0,0.180681427,8716.0,10,0,1,0,0.0,8166.0
0,0.034465324,50,0,0.378210439,4827.0,4,0,1,0,0.0,9916.0
0,0.020314997,47,0,0.182744501,10500.0,17,0,1,0,0.0,6175.0
0,0.984611389,51,1,0.103448276,4900.0,8,1,0,0,0.0,1698.0
0,0.145503029,58,0,0.425414365,3800.0,15,0,1,0,0.0,10000.0
0,0.597964147,35,0,0.474338196,1850.0,7,0,0,0,2.0,6700.0
0,0.000221556,44,0,0.228620411,19831.0,10,0,1,0,2.0,8166.0
0,0.046415495,55,0,724.0,0.0,6,0,0,0,0.0,13000.0
0,0.35655072200000004,41,0,0.031242189,4000.0,2,0,0,0,2.0,3166.0
0,0.8261282659999999,36,0,0.07532078,6000.0,3,0,0,1,0.0,5166.0
0,0.051547423,45,0,0.51109778,3333.0,4,0,1,0,1.0,9916.0
0,0.8674556859999999,58,0,0.784253051,5816.0,12,0,3,0,0.0,4782.0
0,0.14430928199999998,24,0,0.00684369,3652.0,4,0,0,0,0.0,6263.0
0,0.219835804,69,3,0.516918647,12500.0,8,0,3,0,1.0,27000.0
0,0.402665929,44,0,0.145365979,7800.0,9,0,0,0,0.0,9280.0
0,0.316715023,83,0,0.423288356,2000.0,5,0,0,0,0.0,2708.0
0,0.581681255,48,0,0.807162534,6533.0,10,0,2,0,0.0,4218.0
0,0.196727317,39,0,2225.0,10166.0,11,0,2,0,0.0,10166.0
0,0.090272311,50,0,0.362469136,10124.0,20,0,3,1,2.0,11183.0
0,0.004200495,59,0,521.0,4741.0,5,0,1,0,0.0,4741.0
0,0.022890862,64,0,77.0,5166.0,3,0,0,0,0.0,5166.0
0,0.052485068,63,0,1930.0,16000.0,9,0,1,0,0.0,16000.0
1,0.9999999,33,0,0.7910696429999999,3000.0,7,0,2,0,1.0,4000.0
1,0.99142402,40,6,0.892328398,5200.0,9,0,2,1,0.0,6696.0
0,0.109563603,65,0,0.009599596,7916.0,5,0,0,0,0.0,2708.0
0,0.9999999,48,1,0.025095602,4183.0,1,2,0,0,1.0,3534.0
1,0.29814801,61,0,0.299518226,11000.0,21,0,3,0,0.0,0.0
0,0.013878262,69,0,0.002661505,8265.0,11,0,0,0,0.0,1833.0
0,0.346847336,47,0,0.405312768,3500.0,15,0,1,1,3.0,10000.0
0,0.189842597,53,0,0.346860405,9634.0,15,0,2,0,2.0,17897.0
0,0.335435057,59,2,0.295169502,8052.0,11,0,1,0,0.0,4500.0
0,0.159092045,51,0,0.279276279,9008.0,8,0,1,0,1.0,5800.0
0,0.061516973,55,0,0.33680665200000004,9500.0,9,0,3,0,0.0,3566.0
0,0.0,41,0,0.600086374,4630.0,4,1,1,0,4.0,9916.0
0,0.641712292,39,1,0.31239213,8690.0,15,0,1,0,4.0,10000.0
0,0.824774841,46,0,1.009247688,4000.0,18,0,0,0,0.0,5916.0
0,0.0,71,0,0.226954609,5000.0,7,0,1,0,0.0,5500.0
0,0.011739647,53,0,0.278021576,10937.0,7,0,1,1,0.0,5500.0
0,0.9999999,21,0,0.0,280.0,1,0,0,0,0.0,3534.0
0,0.115143596,48,0,2917.0,3100.0,3,0,1,0,0.0,3100.0
0,0.111757258,31,0,0.306670517,3462.0,7,0,0,0,0.0,6700.0
0,0.009924786,79,0,0.003196165,10011.0,13,0,0,0,0.0,6000.0
1,0.9999999,28,1,0.254461716,1736.0,1,0,0,0,1.0,3534.0
0,0.107607579,76,0,2889.0,10800.0,17,0,2,0,0.0,10800.0
0,0.006298226999999999,66,0,0.005512679,1813.0,8,0,0,0,0.0,1698.0
0,0.092636424,60,0,3868.0,4050.0,16,0,2,0,0.0,4050.0
0,0.16388759,31,0,0.040682415,2285.0,3,0,0,0,1.0,5166.0
0,0.010487462,69,0,4534.0,10026.0,23,0,2,0,0.0,10026.0
0,0.158188932,62,0,0.411430888,7400.0,21,0,1,0,0.0,24144.0
0,0.08697987,36,0,0.31456699,6500.0,11,0,1,0,0.0,4500.0
0,0.293639407,57,0,0.34318555,15833.0,9,0,2,0,3.0,6696.0
0,0.0,55,0,0.299681505,13500.0,14,0,2,0,1.0,6500.0
1,0.873510188,50,0,0.196677051,4814.0,6,0,0,0,6.0,13000.0
0,0.393518102,69,0,4693.0,6696.0,9,0,2,0,0.0,6696.0
0,0.097645463,49,0,0.269040277,10700.0,11,0,2,0,2.0,10166.0
0,0.365853837,63,1,1.145219419,4716.0,33,0,4,0,1.0,18000.0
0,0.0,50,0,0.0,3534.0,1,0,0,0,0.0,3534.0
0,0.075202927,34,0,5621.0,6400.0,8,0,2,0,0.0,6400.0
0,0.932191292,65,0,0.414116687,2450.0,13,0,0,0,0.0,6000.0
0,0.049677019,46,0,0.3836323270000001,16666.0,6,0,1,0,2.0,8533.0
1,0.14704489199999998,48,0,0.08416181,5833.0,5,1,0,0,2.0,2708.0
0,0.0,68,0,0.272954403,1600.0,8,0,1,0,0.0,5800.0
0,0.097954038,48,1,0.193453321,9500.0,13,0,2,0,0.0,12250.0
0,0.245629838,49,0,492.0,0.0,5,0,0,0,3.0,2708.0
0,0.007665815,88,0,3.0,13000.0,6,0,0,0,0.0,13000.0
0,0.910179641,53,0,207.0,3166.0,2,1,0,0,0.0,3166.0
0,1.360426382,46,1,0.579727633,5800.0,8,0,1,0,2.0,5800.0
0,0.058545621,29,0,0.61535622,2708.0,21,0,4,0,0.0,14000.0
0,0.7562864570000001,61,0,3025.0,6696.0,9,0,2,0,1.0,6696.0
0,0.7422707540000001,29,0,904.0,9280.0,9,0,0,0,0.0,9280.0
0,0.92375953,68,1,221.0,2708.0,5,0,0,0,0.0,2708.0
0,0.018164574,58,0,0.005580098,4300.0,10,0,0,0,0.0,11520.0
0,0.023435389,65,0,0.002039837,8333.0,5,0,0,0,0.0,2708.0
0,0.961940945,54,3,1.567576677,2966.0,5,2,1,3,0.0,4741.0
0,0.8962841490000001,48,0,3907.0,5350.0,12,0,2,0,0.0,5350.0
0,0.848903306,45,0,0.450768105,6834.0,14,0,2,0,0.0,6500.0
0,0.0,62,0,0.533948393,6936.0,14,0,2,0,1.0,6500.0
0,0.000123965,65,0,1301.0,16000.0,9,0,1,0,0.0,16000.0
0,0.28709801100000004,52,0,0.495340409,7725.0,10,0,2,0,1.0,4218.0
0,0.034249144,31,0,0.05935050400000001,6250.0,4,0,0,0,0.0,6263.0
0,0.414606831,37,0,0.053429852,2900.0,2,0,0,0,2.0,3166.0
0,0.019555929,68,0,0.40328119,2620.0,18,0,1,0,1.0,4000.0
0,7.240000000000001e-05,63,0,3290.0,10000.0,15,0,1,0,0.0,10000.0
0,0.089276091,83,0,45.0,5166.0,3,0,0,0,0.0,5166.0
0,0.060994917,28,1,21.0,6263.0,4,0,0,0,0.0,6263.0
0,0.089632075,57,0,0.292260784,11150.0,18,0,2,0,1.0,11300.0
0,0.062240866,54,0,0.299470053,10000.0,7,0,1,0,2.0,5500.0
0,0.059145958,62,0,0.315203341,10056.0,11,0,5,0,0.0,22500.0
0,0.260454984,71,0,0.121713729,5134.0,4,0,0,0,0.0,6263.0
0,0.562114779,50,1,0.16105693599999998,6357.0,4,0,1,1,0.0,9916.0
0,0.952039643,52,0,0.360458453,6979.0,12,0,2,0,1.0,5350.0
0,0.061096945,57,0,1573.0,4218.0,10,0,2,0,0.0,4218.0
0,0.227954528,49,1,0.336265494,2500.0,5,0,0,0,0.0,2708.0
0,0.102544948,57,0,1.249935914,3900.0,13,0,2,0,0.0,12250.0
0,0.417597067,23,0,0.249796583,1228.0,3,0,0,0,0.0,5166.0
0,0.627163782,40,1,0.123909884,5503.0,3,0,0,0,3.0,5166.0
0,0.004077078,87,0,359.0,13000.0,6,0,0,0,0.0,13000.0
0,0.045614506,54,0,0.261227288,5833.0,8,0,2,0,0.0,6400.0
0,0.439093085,36,0,0.075624501,8766.0,6,0,0,0,2.0,13000.0
0,0.006839033,83,0,42.0,11520.0,10,0,0,0,0.0,11520.0
0,0.14759165400000002,66,0,1951.0,8666.0,13,0,1,0,2.0,8666.0
0,0.011166201,74,0,0.005838198,1198.0,7,0,0,0,0.0,6700.0
0,0.374469538,94,0,230.0,6263.0,4,0,0,0,0.0,6263.0
0,0.03067643,75,0,29.0,6263.0,4,0,0,0,0.0,6263.0
0,0.000833306,50,1,0.972055888,500.0,7,0,0,0,0.0,6700.0
0,0.0,88,0,0.0,2550.0,2,0,0,0,0.0,3166.0
0,0.860797645,44,0,2735.0,20000.0,6,0,2,0,0.0,20000.0
1,0.406654055,55,1,4239.0,5350.0,12,0,2,1,0.0,5350.0
0,0.7039180629999999,52,0,0.316357819,7500.0,8,0,1,0,0.0,5800.0
0,0.518651241,53,0,0.207738542,5323.0,8,0,0,0,0.0,1698.0
0,0.074799077,77,0,995.0,8533.0,6,0,1,0,0.0,8533.0
0,0.099110788,37,0,0.421457854,10000.0,11,0,2,0,2.0,10166.0
0,0.9999999,45,0,0.202692107,7651.0,2,0,1,0,0.0,16583.0
0,0.855606474,35,0,0.180920773,11750.0,10,0,0,0,1.0,11520.0
0,0.026827109,67,0,0.09631728,6000.0,18,0,1,0,1.0,4000.0
0,0.13031487,46,0,0.106578684,5000.0,4,0,0,0,2.0,6263.0
0,0.351390438,60,0,0.626081171,6011.0,11,0,1,0,0.0,4500.0
0,0.9999999,36,0,0.08166941900000001,6660.0,3,0,0,0,0.0,5166.0
0,0.284543091,44,0,0.38861629,4075.0,6,0,1,0,0.0,8533.0
0,0.059022738,39,1,0.6111944029999999,2000.0,5,0,1,0,2.0,4741.0
0,0.007390064,94,0,3.9299999999999986e-05,203500.0,5,0,0,0,0.0,2708.0
0,0.004151215,48,1,1.19201995,400.0,8,0,0,0,3.0,1698.0
0,0.06898918799999999,43,0,2735.0,6696.0,9,0,2,0,0.0,6696.0
0,0.446570375,46,0,3407.0,6204.0,12,0,1,0,0.0,6204.0
0,0.136646082,55,0,0.106223444,4000.0,7,0,0,0,1.0,6700.0
0,0.031927811,88,0,40.0,3166.0,2,0,0,0,0.0,3166.0
0,0.009719394,37,0,0.326819792,8750.0,7,0,2,0,1.0,4000.0
0,0.201354655,62,0,150.0,2708.0,5,0,0,0,0.0,2708.0
0,0.217992765,42,0,0.421399702,4700.0,8,0,1,0,3.0,5800.0
0,0.233551954,63,0,0.06077774900000001,3882.0,5,0,0,0,0.0,2708.0
0,0.183382489,58,0,1875.0,8166.0,10,0,1,0,0.0,8166.0
0,0.0,27,0,2.007936508,251.0,3,0,0,0,1.0,5166.0
0,0.126834927,49,0,0.724545909,6000.0,15,0,2,0,0.0,17897.0
0,0.105948561,31,0,68.0,3166.0,2,0,0,0,0.0,3166.0
0,0.0,28,0,0.57467635,3166.0,3,0,1,0,0.0,3100.0
0,0.802013972,50,0,0.369595906,11333.0,9,0,1,0,3.0,16000.0
0,0.364319476,46,0,0.356173034,9500.0,7,0,2,0,0.0,4000.0
0,0.476356933,36,0,0.683967705,1733.0,7,0,0,0,3.0,6700.0
0,0.5722035010000001,63,0,0.225299989,8916.0,9,0,1,0,0.0,16000.0
0,0.0,65,0,4803.0,5800.0,8,0,1,0,0.0,5800.0
0,0.9999999,79,0,0.07613247,2626.0,1,0,0,0,0.0,3534.0
0,0.830387282,54,0,0.471987721,5211.0,8,0,1,0,2.0,5800.0
0,0.752642102,48,0,0.37416876,6766.0,5,0,2,0,0.0,11883.0
0,0.015945165,45,0,0.106444678,20000.0,6,0,1,0,1.0,8533.0
0,0.016471224,63,0,0.194277803,6500.0,12,0,2,0,0.0,5350.0
0,0.008353906,84,0,753.0,8533.0,6,0,1,0,0.0,8533.0
0,0.310698673,56,0,0.946982842,5186.0,11,0,2,0,1.0,10166.0
0,0.612748951,76,0,0.5451137220000001,4000.0,7,0,1,0,0.0,5500.0
0,0.089535259,65,0,2820.0,8800.0,16,0,1,0,0.0,8800.0
0,0.183996427,30,1,0.149640041,5833.0,7,0,0,0,0.0,6700.0
0,0.130816506,78,0,1298.0,4782.0,12,0,3,0,0.0,4782.0
0,0.051592604000000014,60,1,0.124886384,5500.0,10,0,0,0,0.0,11520.0
0,0.0,49,1,0.0,1200.0,3,0,0,0,2.0,5166.0
0,0.5127567710000001,32,0,0.40906729,7697.0,7,0,2,0,3.0,4000.0
0,0.03763657,41,0,0.297883392,7700.0,5,0,1,0,0.0,4741.0
0,0.011566413,65,0,0.086203066,4500.0,13,0,1,0,1.0,8666.0
0,0.022118019,69,0,1205.0,6500.0,19,0,0,0,0.0,6500.0
0,0.705428893,55,1,0.6406974879999999,6250.0,10,0,3,0,0.0,7499.0
0,0.069575428,49,0,0.011664237,4800.0,13,0,0,0,1.0,6000.0
0,0.3355701170000001,39,0,0.400693148,3750.0,10,0,1,0,2.0,8166.0
0,0.050518699999999986,50,0,0.246739697,1916.0,8,0,1,0,0.0,5800.0
0,0.9999999,73,0,0.0,3166.0,2,0,0,0,0.0,3166.0
0,0.140520182,60,0,0.337093053,3900.0,19,0,1,0,1.0,8000.0
0,0.003453635,80,0,0.003314917,1809.0,9,0,0,0,0.0,9280.0
0,0.024761905,59,0,0.327582902,10433.0,7,0,2,0,0.0,4000.0
0,0.008689109,65,0,1297.0,6400.0,8,0,2,0,0.0,6400.0
0,0.090691977,64,0,0.080373298,10500.0,12,0,0,0,0.0,4120.0
0,0.035297356,37,1,0.526669655,2230.0,8,0,1,0,2.0,5800.0
0,0.006456988,40,2,0.423515297,5000.0,5,0,2,1,0.0,11883.0
0,0.733247185,65,1,0.308191545,5700.0,6,0,1,0,0.0,8533.0
0,0.018485894,57,0,0.656781073,3000.0,11,0,1,0,0.0,4500.0
1,0.0,46,0,0.943806952,5925.0,5,0,3,0,0.0,8550.0
0,0.0,41,0,0.012569832,7875.0,5,0,0,0,1.0,2708.0
0,0.8931348590000001,26,0,0.203248646,2400.0,6,0,0,0,0.0,13000.0
0,0.9999999,62,0,0.0,3453.0,0,0,0,0,0.0,4083.0
0,0.0,61,1,3404.0,5500.0,7,0,1,0,0.0,5500.0
0,0.026665668,43,0,4895.0,11414.0,7,0,3,0,0.0,11414.0
0,0.015618778,47,0,0.317473011,2500.0,8,0,0,0,2.0,1698.0
0,0.111762076,44,1,0.089994706,5666.0,8,0,0,0,0.0,1698.0
0,0.02137667,70,0,1714.0,4050.0,16,0,2,0,0.0,4050.0
0,0.507790862,44,2,0.14931417800000002,60000.0,9,0,3,0,0.0,3566.0
0,0.032451445,69,0,0.361917003,5445.0,11,0,1,0,0.0,4500.0
1,0.039337271,64,0,0.444589735,6117.0,15,0,3,2,0.0,11666.0
0,0.086771635,31,1,0.258609198,4500.0,6,0,1,0,0.0,8533.0
0,0.516505494,44,0,0.29356492,10535.0,13,1,1,0,1.0,8666.0
0,0.070233642,48,0,0.309034721,5500.0,4,0,1,0,2.0,9916.0
0,0.8356090740000001,31,0,0.262453046,6122.0,11,0,1,0,1.0,4500.0
0,0.033494418,54,0,0.174111212,1096.0,3,0,1,0,0.0,3100.0
0,0.561879855,32,0,0.290236588,3000.0,8,0,0,0,2.0,1698.0
0,0.013137341,39,2,0.375825292,7875.0,12,0,2,0,3.0,5350.0
0,0.382857918,46,0,0.269569793,7600.0,9,0,1,0,3.0,16000.0
0,0.44123761,63,0,0.28274869,25000.0,11,0,2,0,0.0,10166.0
0,0.35548947,60,0,0.475393371,5973.0,9,0,1,0,3.0,16000.0
0,1.167296156,38,0,0.02216262,7083.0,2,2,0,0,0.0,3166.0
0,0.407993339,49,0,0.311534501,3883.0,10,3,2,0,0.0,4218.0
0,0.8669502929999999,46,1,0.535738773,11667.0,5,0,1,0,0.0,4741.0
0,0.458819676,54,1,0.383285099,14166.0,15,1,2,0,0.0,17897.0
0,0.878854857,47,0,0.598022694,8900.0,17,0,2,0,0.0,10800.0
0,0.256313203,44,0,0.730244184,5200.0,14,0,3,0,1.0,10583.0
0,0.118936908,37,0,0.038278826,36416.0,12,0,0,0,1.0,4120.0
0,0.435445166,58,0,0.945970979,3238.0,16,0,1,0,1.0,8800.0
0,0.9999999,68,0,0.0,4060.0,1,0,0,0,0.0,3534.0
0,0.0,93,0,0.0,4889.0,5,0,0,0,0.0,2708.0
0,0.990631523,36,0,0.600599957,9333.0,8,0,4,0,2.0,9100.0
0,0.008227578000000001,49,1,0.434946958,8200.0,11,0,3,0,2.0,9500.0
0,0.151866152,79,0,0.112253642,3500.0,2,0,0,0,0.0,3166.0
0,0.020481797,83,0,0.007451836,5501.0,7,0,0,0,0.0,6700.0
0,0.014897054,75,0,16.0,3166.0,2,0,0,0,0.0,3166.0
0,0.821921722,33,0,0.715953307,2569.0,5,0,1,0,4.0,4741.0
0,0.003688725,31,0,3199.0,16000.0,9,0,1,0,0.0,16000.0
0,0.558882321,49,0,0.487111699,9077.0,18,0,1,0,3.0,4000.0
0,0.124227987,31,1,63.0,2708.0,5,0,0,0,0.0,2708.0
0,0.5512869189999999,41,0,1.124334682,4696.0,19,0,2,0,1.0,9400.0
0,0.032932455,71,0,0.250446561,13435.0,10,0,3,0,1.0,7499.0
0,0.9999999,33,1,0.16030956300000002,3617.0,1,0,0,0,3.0,3534.0
0,0.420579645,37,3,0.368717504,4615.0,6,0,2,0,2.0,20000.0
0,0.374002281,76,0,0.6381096789999999,3956.0,15,0,1,0,0.0,10000.0
0,0.074033375,51,0,0.175490322,7800.0,9,0,1,0,3.0,16000.0
0,0.012562716000000002,61,0,0.285802252,11367.0,9,0,1,0,0.0,16000.0
0,0.112978121,45,0,0.12738265599999998,21666.0,11,0,1,0,3.0,4500.0
0,0.803371032,41,0,0.502499039,2600.0,5,0,0,0,0.0,2708.0
0,0.0,53,0,1784.0,3100.0,3,0,1,0,0.0,3100.0
0,0.0010073839999999998,64,0,0.106654301,12938.0,8,0,1,0,0.0,5800.0
0,0.0,59,0,0.126484189,8000.0,5,0,1,0,0.0,4741.0
0,0.215020299,61,0,0.418145464,4000.0,16,0,1,0,0.0,8800.0
1,0.994975855,41,0,0.195557825,3916.0,8,0,0,0,0.0,1698.0
0,0.27853890800000003,55,0,1.008883953,1800.0,8,0,2,0,0.0,6400.0
0,0.093111948,66,0,0.381520385,5616.0,6,0,1,0,0.0,8533.0
0,0.055840605,41,0,0.008436445,5333.0,9,0,0,0,0.0,9280.0
0,0.256824323,55,0,0.218192511,5100.0,7,0,0,0,4.0,6700.0
0,0.004371346,48,0,0.286240463,7601.0,7,0,2,0,1.0,4000.0
0,0.0,45,2,0.48364924,4800.0,8,1,1,1,2.0,5800.0
0,0.08161487099999999,49,0,0.172797585,5300.0,5,0,1,0,1.0,4741.0
0,0.124516356,30,0,0.210777923,2300.0,8,0,0,0,1.0,1698.0
0,0.9999999,26,0,0.100468506,1920.0,4,0,0,0,0.0,6263.0
0,0.204676135,62,1,0.841974432,2815.0,17,0,2,0,0.0,10800.0
0,0.727114935,49,0,0.02879712,10000.0,2,0,0,0,0.0,3166.0
0,0.045856631,47,1,0.19989788100000005,7833.0,4,0,1,0,2.0,9916.0
0,0.704911886,60,1,718.0,2708.0,5,2,0,1,0.0,2708.0
0,0.22267281100000005,74,0,0.004643963,7751.0,6,0,0,0,0.0,13000.0
0,0.00029999,46,0,0.124334785,6200.0,4,0,1,0,1.0,9916.0
0,0.420971354,47,0,0.218872051,6400.0,5,0,1,0,2.0,4741.0
0,0.9999999,59,1,0.432615534,4132.0,3,0,1,1,6.0,3100.0
1,0.090751779,59,3,0.61098991,7333.0,4,1,2,0,0.0,3000.0
0,0.464611673,58,0,0.5462707179999999,5791.0,14,0,2,0,1.0,6500.0
0,0.012527934,40,0,1627.0,10800.0,17,0,2,0,5.0,10800.0
0,0.039836813,38,0,0.20941647,5500.0,6,0,1,0,0.0,8533.0
0,0.026318531000000003,51,0,1.0195792540000002,4800.0,15,0,2,0,0.0,17897.0
0,0.244123144,39,0,0.377927082,10120.0,13,0,2,0,0.0,12250.0
1,0.9999999,24,0,0.0,2833.0,0,2,0,0,0.0,4083.0
0,0.418009291,60,0,0.266346731,5000.0,13,0,1,0,0.0,8666.0
0,0.9999999,44,1,0.0,4083.0,0,0,0,0,0.0,4083.0
0,0.002384022,61,0,0.398697292,2916.0,11,0,1,0,0.0,4500.0
